SKU,Scanned_OH_Count,Description,DRS Cost
S002434050,0,M Athletic Shoe/CW2288-111,17.1
S002434094,0,W Boots Syn,4.2
S002434122,0,Belt,1.5
S002434199,0,WT T-Shirt,2.7
S002434208,0,Purse Small,4
S002434215,0,WB Pants,3.9
S002434227,0,WB Pants,3.9
S002434231,0,WA Shorts,2.7
S002434236,0,WB Khakis,3.3
S002434239,0,WB Pants,2.7
S002434254,0,M Athletic Shoe,7.6
S002434323,0,W Athletic Shoe,15.2
S002434332,0,MT L Sleeve,3
S002434348,0,WT T-Shirt /Sanrio,2.4
S002434371,0,WB Pants,3.3
S002434374,0,WB Pants,3.3
S002434456,0,MT L Sleeve,3.9
S002434584,0,W Athletic Shoe/b&w,9.5
S002434595,0,Purse Small,6.3
S002434649,0,M Athletic Shoe,15.2
S002434697,0,WT Long Sleeve,3.6
S002434713,0,WB Pants,3.3
S002434723,0,WT Long Sleeve,2.4
S002434756,0,WT Long Sleeve,2.4
S002434801,0,MA Short Sleeve,2.7
S002434975,0,WA Shorts,3
S002434980,0,Purse Small / Tan,6.3
S002434997,0,MB Pants,4.88
S002435046,0,WT Long Sleeve,1.8
S002435071,0,WT Long Sleeve,3
S002435135,0,MA Pants,3.6
S002435162,0,WT T-Shirt L/S,2.4
S002435179,0,WB Skirt Short,3.25
S002435192,0,MB Shorts,2.4
S002435216,0,WT T-Shirt L/S,2.1
S002435232,0,WO Light,3.3
S002435235,0,WT Long Sleeve,2.4
S002435236,0,WT Long Sleeve,3
S002435250,0,MA Short Sleeve,2.7
S002435260,0,WT Long Sleeve,2.4
S002435261,0,Belt,3.6
S002435269,0,WT T-Shirt L/S,1.8
S002435299,0,MB Denim,3.9
S002435350,0,WB Pants,3.9
S002435366,0,WT T-Shirt L/S,2.1
S002435384,0,Purse Small,7.6
S002435402,0,WO Light,5.2
S002435439,0,MB Denim,5.85
S002435485,0,M Athletic Shoe / Blue,11.4
S002435500,0,WB Pants,3.9
S002435518,0,WB Pants,4.5
S002435546,0,WT Long Sleeve,1.8
S002435595,0,WB Pants,3.3
S002435662,0,WD Dress Short,3.96
S002435679,0,WB Denim,4.8
S002435724,0,M Casual Shoe Syn,4.2
S002435750,0,WT Long Sleeve,3
S002435788,0,WA Jacket / as is,4.2
S002435793,0,WT T-Shirt L/S/Toy story,1.33
S002435799,0,WT Long Sleeve,3.9
S002435826,0,WA Shorts,7.6
S002435864,0,WB Pants,3.3
S002435869,0,WB Skirt Long / 2pc,3
S002435881,0,MO Heavy,8.75
S002435888,0,WT Long Sleeve,3
S002435889,0,WB Denim/Joes,4.8
S002435909,0,MT LW Sweatshirt,5.6
S002435954,0,WT Long Sleeve,3.6
S002435955,0,WT Long Sleeve,3.6
S002435996,0,WT Long Sleeve,2.4
S002436017,0,WT Long Sleeve,3.9
S002436018,0,WT Long Sleeve,3
S002436038,0,3PackSocks,3.5
S002436039,0,3PackSocks,3.5
S002436047,0,WD Romper,2.4
S002436057,0,WT T-Shirt L/S,1.33
S002436078,0,WT Long Sleeve,3.6
S002436080,0,WT Long Sleeve,3.9
S002436081,0,WT Long Sleeve,3.9
S002436083,0,WT T-Shirt L/S,2.4
S002436120,0,WD Dress Long / White Pink,2.4
S002436134,0,MT T-Shirt / Notorious BIG,1.8
S002436150,0,WT Long Sleeve,3.9
S002436151,0,WT Long Sleeve,3.9
S002436154,0,WT Long Sleeve,1.8
S002436156,0,WT Long Sleeve,2.4
S002436161,0,WT Long Sleeve,1.5
S002436230,0,MA Jacket,9.12
S002436300,0,WT T-Shirt L/S,2.4
S002436353,0,WA Shorts/2 pc,2.1
S002436363,0,WT Long Sleeve,3
S002436389,0,WT Long Sleeve,2.4
S002436404,0,WT T-Shirt L/S/LAHearts,1.5
S002436405,0,WT Long Sleeve,2.7
S002436407,0,WT Long Sleeve,1.8
S002436408,0,WB Denim,5.33
S002436409,0,WT LW Cardigan,3.9
S002436423,0,WT Long Sleeve,3.6
S002436445,0,WT T-Shirt L/S,2.4
S002436455,0,MB Shorts/AS IS,3.25
S002436469,0,MB Pants,4.88
S002436471,0,WT T-Shirt L/S,2.1
S002436483,0,MB Shorts,5.6
S002436496,0,WB Denim,6.6
S002436524,0,WT Long Sleeve,3
S002436546,0,WT T-Shirt L/S,1.8
S002436555,0,WT Long Sleeve,2.4
S002436630,0,WA Long Sleeve,4.2
S002436638,0,WD Dress Short,4.62
S002436643,0,Purse Large / Black AsIs,9.5
S002436654,0,W Boots Winter / Black,14
S002436659,0,W Boots Winter / Red,4.67
S002436663,0,WT Long Sleeve / Karl Lagerfeld,2.4
S002436781,0,WT Long Sleeve,3.9
S002436782,0,WT T-Shirt L/S,2.4
S002436785,0,WA Long Sleeve,2.4
S002436786,0,WT Long Sleeve,3
S002436787,0,WT Long Sleeve,2.4
S002436802,0,WT Long Sleeve,3
S002436861,0,WO Light,4.5
S002436870,0,WT Long Sleeve/nikka k,1.8
S002436873,0,WT T-Shirt L/S,1.8
S002436886,0,WT T-Shirt L/S,2.4
S002436888,0,WT Long Sleeve,2.4
S002436890,0,WT T-Shirt L/S,3
S002436891,0,WT T-Shirt L/S/premium 51,2.1
S002436912,0,WT T-Shirt L/S,2.1
S002436951,0,MT LW Sweatshirt,2.4
S002436956,0,WB Denim,4.8
S002437020,0,WT T-Shirt L/S,2.1
S002437025,0,WT LW Cardigan,3.25
S002437064,0,WT Long Sleeve,3.9
S002437117,0,WA Pants,10
S002437124,0,WB Denim,3.9
S002437126,0,WB Denim,6
S002437127,0,WD Dress Short,4.62
S002437128,0,WA Pants,3
S002437138,0,WD Dress Long,4.67
S002437151,0,WB Pants / 2 pc,3.3
S002437158,0,WT T-Shirt L/S,2.4
S002437303,0,WB Denim,6
S002437370,0,WT T-Shirt L/S,2.4
S002437398,0,WB Denim,5.85
S002437399,0,WA Jacket,15.2
S002437443,0,WT Long Sleeve,2.4
S002437445,0,MO Light,3.9
S002437453,0,WB Denim,4.8
S002437473,0,WT Long Sleeve,1.5
S002437542,0,WT Long Sleeve,3.25
S002437544,0,WT LW Sweater,3.9
S002437567,0,WT LW Sweater,3.25
S002437578,0,MA Pants,3.6
S002437594,0,MT T-Shirt,1.8
S002437604,0,WT Long Sleeve,2.4
S002437608,0,WT Long Sleeve,3
S002437611,0,WA Pants,2.4
S002437662,0,MB Denim,5.85
S002437675,0,WT Long Sleeve,2.4
S002437716,0,WD Dress Long,4.67
S002437759,0,WT T-Shirt L/S,3
S002437760,0,WT T-Shirt L/S,3
S002437761,0,WT T-Shirt L/S,2.4
S002437785,0,WA Pants,4.2
S002437803,0,MO Light,9.5
S002437813,0,WT LW Sweater,3.25
S002437877,0,WT LW Sweater,3.6
S002437951,0,WT T-Shirt L/S,2.1
S002437954,0,WT Long Sleeve,3
S002437957,0,WT T-Shirt L/S,2.1
S002437960,0,WA Pants,2.4
S002437986,0,WT S Sleeve,1.33
S002437988,0,WT Long Sleeve,2.4
S002438002,0,WT T-Shirt L/S,2.1
S002438034,0,W Casual Shoe Syn,1
S002438052,0,phone case/kate spade,2.8
S002438074,0,MA Short Sleeve,2.4
S002438075,0,MT LW Sweater,2.6
S002438076,0,WA Pants,3.6
S002438091,0,MA Jacket,5.4
S002438106,0,Sports Bra,1.8
S002438152,0,MB Shorts,3.9
S002438216,0,Purse Small,6.3
S002438237,0,WT LW Sweater,3
S002438252,0,WA Pants,2.4
S002438294,0,WD Dress Long,7.2
S002438319,0,WT Long Sleeve,2.4
S002438342,0,MT T-Shirt L/S / CrashBandicoot,2.1
S002438355,0,WT LW Sweater/carolyntaylor,1.25
S002438372,0,WA Pants,3.6
S002438405,0,WD Dress Long,8
S002438421,0,WA Long Sleeve,4.2
S002438469,0,WT Long Sleeve,3.9
S002438473,0,WT LW Sweater,3.25
S002438474,0,WT Long Sleeve,3.6
S002438475,0,WB Pants,4.5
S002438481,0,WB Pants,3.3
S002438489,0,WB Pants,3.3
S002438491,0,WB Pants,3.9
S002438495,0,WT Long Sleeve,2.4
S002438504,0,WT Long Sleeve,3
S002438516,0,WB Khakis,2.7
S002438544,0,WB Pants,3.3
S002438555,0,WB Pants,3.9
S002438571,0,WA Tank,3.3
S002438591,0,WT T-Shirt L/S,1.33
S002438597,0,WB Pants,4.5
S002438604,0,MT T-Shirt L/S,2.1
S002438606,0,WT T-Shirt L/S,1.8
S002438626,0,MB Denim,5.85
S002438628,0,MT T-Shirt,1.8
S002438633,0,MT T-Shirt,1.5
S002438654,0,Necklace/Cancer,0.8
S002438656,0,Necklace/Cancer,0.6
S002438693,0,WT T-Shirt L/S,1.5
S002438715,0,WB Skirt Short,2.6
S002438759,0,WB Black,1.87
S002438769,0,WB Pants,3.3
S002438770,0,WB Pants,3.9
S002438777,0,WB Pants,3.9
S002438779,0,WT T-Shirt L/S,1.8
S002438780,0,WT T-Shirt L/S,2.1
S002438787,0,WB Pants,3.9
S002438793,0,WB Black,3.6
S002438808,0,WB Khakis,4.5
S002438814,0,WD Dress Short/gren,1.8
S002438817,0,WT Long Sleeve,2.4
S002438827,0,WT Long Sleeve,2.4
S002438830,0,WT T-Shirt L/S,1.33
S002438837,0,MT T-Shirt/trippieredd,1.5
S002438857,0,WT Long Sleeve,2.4
S002438858,0,WB S/S BodySuit,2.4
S002438859,0,WB S/S BodySuit,2.4
S002438866,0,WB Black,3.6
S002438875,0,WD Dress Short,3.96
S002438876,0,WO Light,3.3
S002438878,0,WT Long Sleeve,2.4
S002438918,0,WT T-Shirt L/S,2.7
S002438930,0,WD Dress Long,4.67
S002438951,0,WT T-Shirt L/S,1.8
S002439021,0,WT Long Sleeve,3.6
S002439026,0,WD Dress Short,3.96
S002439033,0,Jewelry/watch,5.28
S002439054,0,WT Long Sleeve,2.4
S002439064,0,Scarf,1.2
S002439065,0,Scarf,1.2
S002439072,0,WT Long Sleeve,3.9
S002439076,0,Jewelry / Silver Ring,0.6
S002439087,0,Jewelry / Silver Necklace,2
S002439092,0,Jewelry / Gold Necklace,2
S002439093,0,Jewelry / Small Silver Earrings,0.8
S002439095,0,Jewelry / Small Silver Earrings,0.8
S002439108,0,Jewelry / Gold Blue Earrings,0.6
S002439110,0,Jewelry / Pink Earrings,0.6
S002439194,0,WT T-Shirt L/S / LSU,2.1
S002439202,0,MT T-Shirt / PhluidProject,1.8
S002439217,0,WT T-Shirt L/S,1.8
S002439230,0,WT Long Sleeve,2.4
S002439231,0,WT Long Sleeve,2.4
S002439235,0,WT Long Sleeve,6.08
S002439246,0,WT Long Sleeve,2.4
S002439284,0,WT Long Sleeve,1.8
S002439296,0,WT Long Sleeve,1.5
S002439329,0,WB Shorts,1.07
S002439391,0,MA Jacket,4.8
S002439419,0,WT Long Sleeve,3
S002439468,0,WT T-Shirt L/S,2.1
S002439480,0,WT Long Sleeve,3
S002439483,0,WT T-Shirt L/S,2.4
S002439487,0,WT T-Shirt L/S,1.8
S002439489,0,Beanie/ royal blue,1
S002439518,0,WD Dress Long/true,2.4
S002439598,0,Headband/lace,0.6
S002439601,0,Hair Clip,0.9
S002439603,0,Scrunchie,0.25
S002439604,0,Bracelet Set/orange,1.5
S002439612,0,Bracelet/silvercharms,0.8
S002439653,0,WT T-Shirt,2.4
S002439695,0,WT T-Shirt/gratefuldead,1.8
S002439731,0,WT LW Sweater,3
S002439734,0,WB Pants,2.7
S002439845,0,WT Long Sleeve,3
S002439861,0,MA Tank,2.1
S002439891,0,Purse Small,4
S002439904,0,Jewelry/earring,1.5
S002439910,0,Jewelry/earring,1.5
S002439913,0,Jewelry/earring,0.8
S002439938,0,WB Pants,3.9
S002439986,0,WD Jumpsuit/as is,1.8
S002440041,0,M Athletic Shoe,7.6
S002440049,0,WO Denim/BBJ,3.3
S002440120,0,WD Dress Long,4.67
S002440134,0,MO Light,4.5
S002440164,0,WT T-Shirt,1.2
S002440176,0,WD Dress Short,3.96
S002440225,0,WA Pants,3.6
S002440235,0,MT LW Sweater,2.4
S002440260,0,MB Pants,2.7
S002440267,0,WB Pants,4.5
S002440301,0,MA Shorts,9.6
S002440324,0,MT LW Sweatshirt,3.25
S002440356,0,WB Black,4.2
S002440419,0,WB Pants,3.3
S002440422,0,MT T-Shirt,1.8
S002440499,0,MT T-Shirt,2.1
S002440563,0,WT LW Sweatshirt,2.4
S002440642,0,Jewelry/mushroom,0.6
S002440650,0,Jewelry/bats,0.4
S002440656,0,WB Pants,3.3
S002440658,0,WB Pants,3.9
S002440666,0,MT T-Shirt/powerrangers,1.8
S002440714,0,WB Pants,3.3
S002440730,0,Belt,3.6
S002440734,0,Jewelry/ bracelet grey beads,0.8
S002440743,0,Jewelry (earrings),0.8
S002440809,0,MT T-Shirt,1.8
S002440855,0,WB Pants,3.9
S002440889,0,WD Dress Short,5.6
S002440899,0,WT Long Sleeve,1.5
S002440905,0,M Athletic Shoe/ck9183 001,15.2
S002440942,0,MT T-Shirt,1.8
S002440967,0,M Athletic Shoe/fj7098 002,22.8
S002440989,0,WB Pants,3.3
S002441008,0,W Athletic Shoe,6.08
S002441013,0,Jewelry,0.8
S002441058,0,Earrings/silver hoops,0.8
S002441065,0,Ring/goldopal,0.8
S002441072,0,M Athletic Shoe,22.8
S002441122,0,WA Pants,4.2
S002441143,0,WD Dress Long,7.2
S002441287,0,WB Black,3.6
S002441303,0,WD Dress Short,2.45
S002441335,0,WA Tank / AsIs,4.2
S002441339,0,WB Pants,4.5
S002441344,0,WB Pants / Clash,3.9
S002441346,0,WB Pants,3.9
S002441347,0,WB Denim,4.5
S002441400,0,Jewelry / Tan Earrings,0.6
S002441401,0,Jewelry Gold Ring,0.6
S002441437,0,WD Dress Short,2.45
S002441477,0,WD Dress Long,4.67
S002441586,0,WB Pants,4.5
S002441589,0,WB Pants,3.9
S002441597,0,WT T-Shirt,1.5
S002441615,0,W Athletic Shoe/pink,8.36
S002441639,0,WB Pants,3.3
S002441675,0,WD Dress Long,4.67
S002441699,0,WB Skirt Short,2.6
S002441748,0,MB Shorts,5.6
S002441805,0,WB Pants,4.5
S002441850,0,W Athletic Shoe / White Grey,9.12
S002441861,0,MB Shorts,4.67
S002441887,0,Jewelry,2
S002441891,0,Jewelry,2
S002441912,0,MT T-Shirt L/S,3.25
S002441915,0,MT T-Shirt,1.8
S002441918,0,WD Dress Long,2.4
S002441931,0,Jewelry,0.6
S002441995,0,WB Shorts,3.6
S002442087,0,WB Pants,3.9
S002442090,0,WA Tank,3.3
S002442111,0,WA Long Sleeve,4.2
S002442129,0,WB Pants,4.5
S002442133,0,WB Pants,4.5
S002442154,0,MT T-Shirt,2.6
S002442202,0,WB Pants,3.9
S002442207,0,keychain/pink,2.1
S002442214,0,WB Pants,3.3
S002442235,0,WB Denim,4.8
S002442257,0,WB Pants,6.65
S002442303,0,WB Pants,3.9
S002442304,0,WB Pants,3.9
S002442306,0,WT Long Sleeve,2.4
S002442315,0,M Athletic Shoe / Blue,13.3
S002442323,0,MA Shorts,5.2
S002442340,0,WA Shorts,3
S002442409,0,WT Long Sleeve,1.8
S002442477,0,WT Long Sleeve,2.4
S002442488,0,WT LW Sweater,3.9
S002442531,0,ring-pink & silver,0.8
S002442532,0,earring- polaroid,0.8
S002442537,0,earring-lightning,0.8
S002442538,0,earring-hoop heart,1.5
S002442539,0,earring-small hoop silver,0.8
S002442545,0,blue bow,1.5
S002442563,0,MA Tank,6.08
S002442575,0,MA Tank,2.4
S002442577,0,MA Tank,2.4
S002442610,0,M Athletic Shoe,11.4
S002442612,0,M Athletic Shoe/xNikeZoom,13.3
S002442637,0,WB Pants,3.3
S002442642,0,WB Pants,3.3
S002442649,0,Purse Large/thetotebag,4.9
S002442667,0,WB Pants,3.3
S002442673,0,Banner/blanket,0.9
S002442679,0,WB Pants,4.5
S002442746,0,WT T-Shirt,2.4
S002442747,0,WT Long Sleeve,3.9
S002442787,0,WD Dress Long,4.67
S002442789,0,WB Pants/kreamy,3.9
S002442802,0,WT T-Shirt L/S,2.4
S002442815,0,WB Pants,3.9
S002442845,0,WB Skirt Short,1.33
S002442867,0,WB Pants,3.9
S002442868,0,WB Pants,3.9
S002442869,0,WB Pants / AlfredDunner,2.7
S002442885,0,WT Long Sleeve,4.55
S002442888,0,WB Black,4.8
S002442892,0,WB Pants,2.7
S002442924,0,WB Pants,3.9
S002442926,0,WB Black,3
S002442932,0,MB Denim,4.8
S002442938,0,WB Pants,3.3
S002442948,0,WA Pants,4.2
S002442974,0,WB F/W BodySuit,3.9
S002442989,0,WB Pants,3.3
S002442994,0,Jewelry / Teddy Clip-on Earrings,0.6
S002442999,0,Jewelry / Ring,0.4
S002443003,0,Jewelry / Ring,0.4
S002443006,0,Jewelry / Ring,0.4
S002443014,0,Jewelry / Black Fidget Ring,0.6
S002443019,0,Jewelry / Gold Star Choker,0.8
S002443022,0,WB Pants,3.3
S002443024,0,WB Pants,4.5
S002443025,0,WT LW Sweater,3.25
S002443033,0,Jewelry / MermaidTail Necklace,1.5
S002443045,0,WT Long Sleeve,3
S002443071,0,MT LW Sweatshirt,2.4
S002443085,0,WB Black / SoftSurroundings,4.2
S002443155,0,M Athletic Shoe/black,9.5
S002443162,0,Jewelry / Silver Necklace,2
S002443167,0,Jewelry / Gold Necklace,2
S002443173,0,Jewelry / Small Silver Earrings,0.8
S002443196,0,Jewelry / Medium Silver Earrings,1.5
S002443205,0,WD Romper,3
S002443208,0,WB Black,4.2
S002443221,0,WB Pants,3.3
S002443222,0,WB Pants,3.3
S002443224,0,WB Pants,3.3
S002443225,0,Jewelry / Brown Earrings,0.6
S002443248,0,MB Denim,5.85
S002443281,0,WT Long Sleeve,3
S002443509,0,WT Long Sleeve,3.9
S002443511,0,WT Long Sleeve,3
S002443576,0,MB Denim,6.18
S002443645,0,M Athletic Shoe,15.2
S002443718,0,MA Short Sleeve,2.4
S002443729,0,MA Tank,1.8
S002443747,0,WA Shorts,2.7
S002443748,0,MT T-Shirt,2.6
S002443758,0,WB Denim,4.55
S002443789,0,WT LW Sweater,3.9
S002443797,0,WT Long Sleeve,3.9
S002443837,0,WB F/W BodySuit/maddennyc,3
S002443849,0,WT Long Sleeve,2.4
S002443868,0,MT T-Shirt,1.8
S002443896,0,WT Long Sleeve,3
S002443908,0,WT Long Sleeve,3.6
S002443932,0,W Athletic Shoe,15.2
S002443944,0,WB Denim,6
S002443950,0,WT T-Shirt L/S,1.33
S002443982,0,WT T-Shirt L/S,2.4
S002443995,0,WT Long Sleeve,3
S002443996,0,Jewelry/ necklace,0.8
S002443997,0,WT Long Sleeve,3
S002444105,0,WA Jacket,4.8
S002444106,0,WT Long Sleeve,2.4
S002444118,0,MB Pants,3.3
S002444131,0,W Swimwear / P Shekini Top,1.8
S002444140,0,W Swimwear / B Shekini Top,1.8
S002444141,0,W Swimwear / B Shekini Bottom,1.8
S002444149,0,W Swimwear / Y Shekini Bottom,1.8
S002444174,0,WB Denim,3.9
S002444223,0,WD Dress Long,3
S002444233,0,WT Long Sleeve,3
S002444249,0,Purse Small  / Black AsIs 2pc,1.25
S002444265,0,WT T-Shirt,1.2
S002444266,0,WD Dress Long,8
S002444302,0,WB Pants,3.9
S002444316,0,WB Pants,3.9
S002444319,0,WD Dress Long,2.4
S002444323,0,WT T-Shirt,2.1
S002444363,0,WT Long Sleeve,2.4
S002444365,0,WT Long Sleeve,2.4
S002444433,0,WT Long Sleeve,2.4
S002444436,0,WT T-Shirt L/S,2.4
S002444437,0,WT Long Sleeve,2.4
S002444438,0,WT T-Shirt L/S,1.8
S002444446,0,WT Long Sleeve,3.9
S002444463,0,Jewelry,0.6
S002444473,0,Jewelry,0.8
S002444491,0,WT Long Sleeve,2.4
S002444494,0,Jewelry/engraved,0.8
S002444497,0,WA Shorts,5.85
S002444507,0,WD Jumpsuit,3
S002444537,0,WD Dress Short,2.45
S002444560,0,WT T-Shirt L/S,2.1
S002444561,0,WT T-Shirt L/S,1.5
S002444562,0,WT T-Shirt L/S,2.1
S002444588,0,WA Shorts/Katie,2.7
S002444617,0,WB Black,3
S002444637,0,WT T-Shirt L/S,1.8
S002444651,0,WT T-Shirt L/S,2.1
S002444696,0,WT T-Shirt L/S,1.8
S002444702,0,WT Long Sleeve,2.4
S002444728,0,WT LW Sweatshirt,5.2
S002444734,0,W Athletic Shoe,6.84
S002444761,0,MB Denim/SZ46waist,4.2
S002444774,0,WT T-Shirt L/S,2.4
S002444784,0,WT Long Sleeve/whitelace,2.4
S002444786,0,WT S Sleeve/blacklace,2.1
S002444837,0,WB Pants,5.95
S002444853,0,WT Long Sleeve/floral,1.8
S002444885,0,WA Shorts,3
S002444889,0,M Athletic Shoe,9.5
S002444891,0,M Athletic Shoe,7.6
S002444929,0,MA Pants,4.2
S002444967,0,WB Pants,3.3
S002445071,0,WB Pants,3.3
S002445149,0,Anklet Set,1.5
S002445153,0,Sports Bra,2.1
S002445155,0,WA Pants,3.6
S002445188,0,WB Skirt Short,1.8
S002445190,0,WD Dress Short,4.2
S002445267,0,WB Denim,4.8
S002445297,0,WT T-Shirt,1.8
S002445309,0,M Athletic Shoe/843694-716,9.5
S002445317,0,MA Shorts/janji,3
S002445330,0,MA Shorts,5.85
S002445368,0,MT T-Shirt,1.8
S002445390,0,WT T-Shirt / Batman,1.8
S002445416,0,W Athletic Shoe/655020-053,9.5
S002445466,0,MT T-Shirt,2.1
S002445467,0,WA Long Sleeve,3.3
S002445472,0,WB Shorts,2.4
S002445473,0,WB Shorts,2.4
S002445490,0,MA Long Sleeve,2.1
S002445492,0,MT T-Shirt/2pac,1.8
S002445524,0,WD Dress Long,5.6
S002445686,0,WB Pants,3.9
S002445710,0,WT T-Shirt,1.8
S002445745,0,WA Pants,7
S002445752,0,MA Short Sleeve,2.1
S002445777,0,WB Khakis,3.3
S002445785,0,WD Dress Short,4.62
S002445795,0,Jewelry/Chain necklace,1.5
S002445814,0,MT T-Shirt/frostedlakes,1.5
S002445886,0,WB Denim/ as is,4.8
S002446077,0,WD Dress Long,4.67
S002446093,0,WB Denim,3.3
S002446123,0,WB Pants,3.9
S002446125,0,WB Pants,3.9
S002446136,0,WB Pants,4.5
S002446164,0,WB Pants,3.3
S002446245,0,WB Pants,3.9
S002446259,0,WT Long Sleeve/grey,3
S002446260,0,WT Long Sleeve/black,3
S002446261,0,WT Long Sleeve/white,3.6
S002446274,0,WO Light,9.5
S002446284,0,W Athletic Shoe,6.08
S002446298,0,WT Long Sleeve,1.5
S002446300,0,WT LW Sweater,4.62
S002446312,0,WA Shorts,2.7
S002446367,0,WT Long Sleeve,2.4
S002446482,0,WT T-Shirt,1.8
S002446509,0,WT Long Sleeve,2.1
S002446513,0,WB F/W BodySuit,3.3
S002446515,0,WT T-Shirt L/S/chillionare,2.7
S002446533,0,WT LW Sweatshirt,5.85
S002446544,0,WT Long Sleeve,4.55
S002446558,0,WT T-Shirt L/S,1.8
S002446566,0,WT Long Sleeve,2.4
S002446585,0,WA Shorts,2.7
S002446608,0,WB Pants,3.3
S002446639,0,WT Long Sleeve,4.55
S002446656,0,MB Denim,4.8
S002446665,0,EaringsSet,3.5
S002446669,0,Bracelet Set,1.65
S002446677,0,WT Long Sleeve,3
S002446678,0,WT Long Sleeve,3
S002446684,0,WT T-Shirt,1.5
S002446689,0,WT T-Shirt L/S,1.8
S002446695,0,WT T-Shirt L/S,2.1
S002446703,0,WT Long Sleeve,1.5
S002446705,0,WT Long Sleeve,3.6
S002446732,0,WB F/W BodySuit,3.9
S002446733,0,WT Long Sleeve,3
S002446736,0,WT Long Sleeve,3.25
S002446747,0,WB F/W BodySuit,2.1
S002446750,0,WT Long Sleeve / Pink,1.5
S002446755,0,WA Shorts,2.1
S002446758,0,WT T-Shirt L/S,1.8
S002446766,0,WT Long Sleeve / StrawberryKiss,1.5
S002446788,0,WB Denim / PRVCY,4.8
S002446803,0,MB Pants,3.3
S002446804,0,WB Denim,3.9
S002446849,0,Purse Small / Tan Ruffle,4
S002446873,0,WT Long Sleeve,2.4
S002446891,0,M Athletic Shoe / Blue,11.4
S002447107,0,WT Long Sleeve,3.9
S002447133,0,WT Long Sleeve,2.4
S002447137,0,WT Long Sleeve,1.8
S002447140,0,WB Pants,5.95
S002447171,0,WB Pants,3.3
S002447214,0,W Swimwear/purple bottom,2.4
S002447228,0,WT Long Sleeve,3.9
S002447244,0,WD Dress Short,5.6
S002447294,0,W Athletic Shoe,6.84
S002447306,0,WB Shorts,1.33
S002447314,0,Purse Small/ silver chain,0.8
S002447319,0,Jewelry/ silver,0.8
S002447340,0,WT LW Cardigan,3.9
S002447470,0,WT Long Sleeve,3.9
S002447488,0,WB Pants / YearofOurs,3.9
S002447552,0,WA Long Sleeve,6.5
S002447580,0,MT T-Shirt L/S,2.6
S002447638,0,WB Pants,3.9
S002447648,0,WA Jacket / 2pc,2.4
S002447649,0,WA Pants / 2pc,2.4
S002447694,0,WT LW Sweater,3.9
S002447701,0,WA Long Sleeve,1.6
S002447709,0,MB Pants,3.9
S002447713,0,MT LW Sweatshirt/doritos,3.25
S002447744,0,WB Denim,4.8
S002447750,0,WB Pants,3.6
S002447792,0,WD 2PC,3.6
S002447823,0,WD Dress Long / SwimCoverUp,7.2
S002447828,0,WB Skirt Short,2.6
S002447911,0,WT T-Shirt L/S,2.1
S002448068,0,WB Denim,4.55
S002448139,0,MB Pants,3.9
S002448152,0,MB Denim,3.9
S002448176,0,WA Pants,3
S002448180,0,WB Skirt Long / Brown,3
S002448181,0,WT Long Sleeve / Green,1.5
S002448182,0,WT Long Sleeve / Green,1.5
S002448229,0,W Swimwear/2pc dragon,1.8
S002448262,0,WD Romper,3
S002448271,0,WB Overalls,4.8
S002448287,0,WT LW Sweater,3.9
S002448396,0,WD Dress Long,4.67
S002448406,0,WT T-Shirt L/S,2.1
S002448440,0,MT T-Shirt,2.6
S002448449,0,M Athletic Shoe,13.3
S002448460,0,WA Shorts,2.1
S002448516,0,bracelet- green,1.5
S002448520,0,bracelet- gold,2
S002448528,0,W Casual Shoe Syn,3.5
S002448556,0,W Swimwear / USA Top,1.5
S002448654,0,MT T-Shirt,2.6
S002448728,0,WB Pants/ as is,3.3
S002448746,0,MB Pants,3.3
S002448768,0,MB Pants,3.9
S002448784,0,WB Denim,2.7
S002448790,0,WA Pants,8.74
S002448822,0,WA Pants,4.2
S002448842,0,Sports Bra,1.8
S002448851,0,WA Long Sleeve,2.1
S002448854,0,WT Long Sleeve,2.4
S002448868,0,WT Long Sleeve,2.4
S002448947,0,W Swimwear / Pink Bottom,2.4
S002449025,0,WB Denim,4.8
S002449041,0,WB Black,3.6
S002449047,0,WT T-Shirt L/S,2.4
S002449049,0,MT T-Shirt / Christmas,1.8
S002449110,0,MA Shorts,4.2
S002449119,0,MT LW Sweatshirt,3
S002449138,0,WD Dress Short,3.96
S002449153,0,WA Tank,1.33
S002449155,0,WB Pants,4.5
S002449169,0,M Athletic Shoe,5.25
S002449255,0,WB Pants,3.3
S002449259,0,WT Long Sleeve,3
S002449261,0,WT Long Sleeve,3
S002449269,0,WT Long Sleeve,3
S002449282,0,WB S/S BodySuit,1.8
S002449283,0,MA Pants,3
S002449284,0,WD Dress Long,4.67
S002449290,0,WA Romper,3
S002449308,0,WT T-Shirt L/S,1.8
S002449317,0,WT Long Sleeve,3
S002449340,0,WT Long Sleeve,2.4
S002449410,0,WB Shorts,1.8
S002449456,0,WB Denim,4.8
S002449480,0,WD Dress Long,2.4
S002449487,0,WB Shorts,2.4
S002449504,0,MT T-Shirt,1.8
S002449526,0,MA Pants,5.2
S002449535,0,WB Romper,3.3
S002449541,0,MB Pants,3.3
S002449609,0,WB Denim,4.8
S002449610,0,WB Denim/melissa mccarthy,4.8
S002449611,0,WB Denim,4.8
S002449612,0,WB Denim/melissa mccarthy,4.8
S002449613,0,WB Denim/melissa mccarthy,4.8
S002449622,0,WB Denim,4.8
